Name,"Team","Position","DateStart","DateEnd","NumberOfGames","Minutes","Goal","Assist","ChanceAssist","KeyPass","KeyLoss","DuelLossInBox","DuelLossOutBox","MissBlockShot","RescueAction","Finalization","KeyIndividualAction","KeyRecover","DuelWinInBox","BlockShot","PktOff","PktDef"
M.A.(08),U-19,ŚPO,2025-10-04,2025-10-05,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.A.(08),U-19,ŚPO,2025-10-11,2025-10-12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.A.(08),U-19,ŚPO,2025-10-18,2025-10-19,1,50,0,2,2,0,0,0,0,0,0,0,0,0,0,0,4,0
M.A.(08),U-19,ŚPO,2025-10-25,2025-10-26,2,133,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0
M.A.(08),U-19,ŚPO,2025-10-29,2025-10-29,2,148,3,4,2,0,0,0,0,0,0,0,0,0,0,0,9,0
M.A.(08),U-19,ŚPO,2025-11-08,2025-11-09,1,90,3,0,2,0,0,0,0,0,0,1,0,0,0,1,6,1
M.A.(08),U-19,ŚPO,2025-11-14,2025-11-16,1,90,3,0,0,0,0,0,0,0,0,2,2,0,0,0,7,0
M.A.(08),U-19,ŚPO,2025-11-21,2025-11-23,1,50,0,0,0,0,0,0,0,-1,0,3,2,0,0,0,5,-1
M.A.(08),U-19,ŚPO,2025-12-13,2025-12-14,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.P.(07),C2,PW/LW,2025-10-04,2025-10-05,1,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
M.P.(07),C2,LW/PW,2025-10-11,2025-10-12,1,90,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2
M.P.(07),C2,LW/PW,2025-10-18,2025-10-19,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.P.(07),C2,LW/PW,2025-10-25,2025-10-26,1,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
M.P.(07),C2,8,2025-10-29,2025-10-29,1,45,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
M.P.(07),C2,8,2025-12-06,2025-12-07,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.P.(10),U-17,ŚO,2025-09-20,2025-09-21,1,90,0,0,0,0,0,0,-1,0,0,0,0,0,0,2,0,1
M.P.(10),U-17,ŚO,2025-09-29,2025-09-30,1,25,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
M.P.(10),U-17,ŚO,2025-10-04,2025-10-05,1,45,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,-1
M.P.(10),U-17,ŚO,2025-10-11,2025-10-12,1,90,0,0,0,0,0,0,0,-1,0,0,0,0,2,3,0,4
M.P.(10),U-17,ŚO,2025-10-18,2025-10-19,2,105,0,0,0,0,-2,0,0,0,0,0,0,2,0,0,-2,2
M.P.(10),U-17,ŚO,2025-10-25,2025-10-26,1,90,0,0,0,0,-2,0,0,-1,0,0,0,4,0,0,-2,3
M.P.(10),U-17,ŚO,2025-10-29,2025-10-29,1,90,0,6,0,0,0,0,0,0,0,0,0,2,2,0,6,4
M.P.(10),U-17,ŚO,2025-11-08,2025-11-09,1,45,0,0,0,0,0,0,-1,0,2,0,0,2,0,1,0,4
M.P.(10),U-17,ŚO,2025-11-14,2025-11-16,1,60,3,0,0,0,0,0,0,-1,0,0,0,0,2,0,3,1
M.P.(10),U-17,ŚO,2025-11-21,2025-11-23,1,45,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
M.P.(10),U-17,ŚO,2025-11-29,2025-11-30,1,60,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3
M.P.(10),U-17,ŚO,2025-12-06,2025-12-07,1,60,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2
M.P.(10),U-17,ŚO,2025-12-13,2025-12-14,2,160,0,0,0,0,-2,-3,-1,0,2,0,0,2,4,0,-2,4
M.S.(06),C2,ŚPO,2025-09-20,2025-09-21,1,39,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
M.S.(06),C2,ŚPO,2025-09-29,2025-09-30,1,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S.(06),C2,ŚPO,2025-10-04,2025-10-05,1,35,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
M.S.(06),C2,ŚPO,2025-10-11,2025-10-12,1,60,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
M.S.(06),C2,ŚPO,2025-10-18,2025-10-19,1,60,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0
M.S.(06),C2,ŚPO,2025-10-25,2025-10-26,1,70,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
M.S.(06),C2,10,2025-10-29,2025-10-29,1,70,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
M.S.(06),C2,ŚPO,2025-11-14,2025-11-16,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.S.(06),C2,ŚPO,2025-11-29,2025-11-30,1,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
M.S.(06),C2,ŚPO,2025-12-06,2025-12-07,1,45,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
M.T.(07),C2,WAHADŁO,2025-09-20,2025-09-21,1,70,0,0,0,4,0,0,0,0,0,2,4,0,2,0,10,2
M.T.(07),C2,WAHADŁO,2025-09-29,2025-09-30,1,90,0,0,2,0,0,0,0,0,0,1,0,0,2,0,3,2
M.T.(07),C2,WAHADŁO,2025-10-04,2025-10-05,1,90,3,0,0,0,0,-2,-1,0,0,1,0,0,2,0,4,-1
M.T.(07),C2,WAHADŁO,2025-10-11,2025-10-12,1,90,0,0,2,4,0,0,0,0,0,1,0,0,2,0,7,2
M.T.(07),C2,WAHADŁO,2025-10-18,2025-10-19,1,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
M.T.(07),C2,WAHADŁO,2025-10-25,2025-10-26,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
M.T.(07),C2,LW,2025-10-29,2025-10-29,1,80,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
M.T.(07),C2,LW,2025-11-08,2025-11-09,1,45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
M.T.(07),C2,LW,2025-11-14,2025-11-16,1,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
M.T.(07),C2,LW,2025-11-29,2025-11-30,1,70,0,2,0,0,-2,0,0,0,0,1,0,0,0,0,1,0
M.M.(09),U-19,ŚP,2025-09-20,2025-09-21,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M.M.(09),U-19,ŚP,2025-09-29,2025-09-30,1,90,0,0,0,0,-2,0,0,0,0,3,0,0,0,0,1,0
M.M.(09),U-19,ŚP,2025-10-18,2025-10-19,1,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
M.M.(09),U-19,ŚP,2025-10-25,2025-10-26,2,150,0,2,0,0,-2,0,0,0,0,0,0,2,0,0,0,2
M.M.(09),U-19,ŚP,2025-10-29,2025-10-29,1,67,0,2,0,0,0,0,0,0,0,1,2,0,0,0,5,0
M.M.(09),U-19,ŚP,2025-11-08,2025-11-09,1,50,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2
M.M.(09),U-19,ŚP,2025-11-14,2025-11-16,1,90,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
M.M.(09),U-19,ŚP,2025-11-21,2025-11-23,1,60,0,0,0,2,0,0,0,0,0,0,2,0,0,0,4,0
M.M.(09),U-19,ŚP,2025-12-06,2025-12-07,1,60,0,0,0,2,0,0,0,0,0,0,4,2,0,0,6,2
O.Ł.(08),U-19,ŚPO/PW/LW,2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O.Ł.(08),U-19,LW/PW/ŚPO,2025-09-29,2025-09-30,1,60,6,0,0,0,0,0,0,0,0,2,0,0,0,0,8,0
O.Ł.(08),U-19,ŚPO/LW/PW,2025-10-04,2025-10-05,1,90,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0
O.Ł.(08),U-19,LW/PW/ŚPO,2025-10-11,2025-10-12,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O.Ł.(08),U-19,ŚPO/LW/PW,2025-10-18,2025-10-19,1,40,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
O.Ł.(08),U-19,LW/PW/ŚPO,2025-10-25,2025-10-26,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O.Ł.(08),U-19,LW/PW/ŚPO,2025-10-29,2025-10-29,1,30,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
O.Ł.(08),U-19,PW/LW/ŚPO,2025-11-08,2025-11-09,1,90,0,0,2,0,0,0,0,0,0,0,2,0,0,0,4,0
O.Ł.(08),U-19,LW/PW/ŚPO,2025-11-14,2025-11-16,1,65,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
O.Ł.(08),U-19,LW/PW/ŚPO,2025-11-21,2025-11-23,1,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
O.Ł.(08),U-19,LW/PW/ŚPO,2025-12-06,2025-12-07,1,45,0,2,2,0,0,0,0,0,0,1,0,0,0,0,5,0
O.Ł.(08),U-19,LW/PW/ŚPO,2025-12-13,2025-12-14,1,60,3,0,0,0,0,0,-1,0,0,1,0,2,0,0,4,1
O.K.(08),U-19,LŚO,2025-09-20,2025-09-21,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O.K.(08),U-19,LŚO,2025-09-29,2025-09-30,1,90,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0
O.K.(08),U-19,LŚO,2025-10-04,2025-10-05,1,90,3,0,0,0,0,0,0,0,0,0,0,2,2,0,3,4
O.K.(08),U-19,LŚO,2025-10-11,2025-10-12,1,90,0,0,0,0,0,-2,0,0,0,0,0,2,0,1,0,1
O.K.(08),U-19,LŚO,2025-10-25,2025-10-26,2,160,0,0,0,2,0,0,-1,0,0,0,0,2,2,1,2,4
O.K.(08),U-19,LŚO,2025-10-29,2025-10-29,2,70,0,0,0,0,0,0,0,0,0,1,2,2,2,0,3,4
O.K.(08),U-19,LŚO,2025-11-08,2025-11-09,1,90,0,0,0,2,0,-2,-1,-1,0,0,0,0,0,0,2,-4
O.K.(08),U-19,LŚO,2025-12-06,2025-12-07,1,45,0,0,0,0,0,0,-1,0,0,0,2,0,0,0,2,-1
O.K.(08),U-19,LŚO,2025-12-13,2025-12-14,1,60,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
P.N.(03),C2,ŚO,2025-09-20,2025-09-21,1,90,0,0,0,0,0,-2,0,0,0,0,0,0,8,0,0,6
P.N.(03),C2,ŚO,2025-09-29,2025-09-30,1,68,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
P.N.(03),C2,ŚO,2025-10-04,2025-10-05,1,90,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,1,-1
P.N.(03),C2,ŚO,2025-10-11,2025-10-12,1,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
P.N.(03),C2,ŚO,2025-10-18,2025-10-19,1,90,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,5
P.N.(03),C2,ŚO,2025-10-25,2025-10-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.N.(03),C2,ŚO,2025-10-29,2025-10-29,1,90,0,0,0,0,-2,0,0,0,0,0,0,0,2,1,-2,3
P.N.(03),C2,ŚO,2025-11-08,2025-11-09,1,90,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2,0
P.N.(03),C2,ŚO,2025-11-14,2025-11-16,1,90,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8
P.N.(03),C2,ŚO,2025-12-06,2025-12-07,1,45,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
P.J.(09),U-17,NAPASTNIK,2025-09-20,2025-09-21,1,90,3,0,2,2,0,0,0,0,0,4,4,4,0,0,15,4
P.J.(09),U-17,NAPASTNIK,2025-09-29,2025-09-30,1,65,3,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0
P.J.(09),U-17,NAPASTNIK,2025-10-04,2025-10-05,1,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
P.J.(09),U-17,NAPASTNIK,2025-10-11,2025-10-12,1,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
P.J.(09),U-17,NAPASTNIK,2025-10-18,2025-10-19,2,135,3,0,4,2,0,0,0,-2,0,3,0,2,0,0,12,0
P.J.(09),U-17,NAPASTNIK,2025-10-25,2025-10-26,2,47,3,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0
P.J.(09),U-17,NAPASTNIK,2025-10-29,2025-10-29,1,45,6,2,2,0,0,0,0,0,0,0,4,0,0,0,14,0
P.J.(09),U-17,NAPASTNIK,2025-11-08,2025-11-09,1,45,3,2,0,0,-2,0,0,0,0,0,0,0,0,0,3,0
P.J.(09),U-17,NAPASTNIK,2025-11-14,2025-11-16,1,60,9,0,2,0,0,0,0,0,0,2,0,0,0,0,13,0
P.J.(09),U-17,NAPASTNIK,2025-11-29,2025-11-30,1,60,3,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0
P.J.(09),U-17,NAPASTNIK,2025-12-06,2025-12-07,1,45,3,0,0,0,0,0,0,0,0,1,2,0,0,0,6,0
P.J.(09),U-17,NAPASTNIK,2025-12-13,2025-12-14,2,135,0,2,0,4,0,0,0,0,0,3,4,0,0,0,13,0
R.M.(03),C2,WAHADŁO,2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.M.(03),C2,WAHADŁO,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.M.(03),C2,WAHADŁO,2025-10-04,2025-10-05,1,35,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2
R.M.(03),C2,WAHADŁO,2025-10-11,2025-10-12,1,60,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,2
R.M.(03),C2,WAHADŁO,2025-10-18,2025-10-19,1,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
R.M.(03),C2,WAHADŁO,2025-10-25,2025-10-26,1,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R.M.(03),C2,WAHADŁO,2025-10-29,2025-10-29,1,90,0,0,0,0,0,-2,0,0,0,3,0,0,0,0,3,-2
R.M.(03),C2,WAHADŁO,2025-11-08,2025-11-09,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.K.(07),C2,"10",2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.K.(07),C2,"10",2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.K.(07),C2,"10",2025-10-04,2025-10-05,1,45,3,0,4,0,0,0,0,0,0,1,4,0,0,0,12,0
S.K.(07),C2,"10",2025-10-11,2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.K.(07),C2,"10",2025-10-18,2025-10-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.K.(07),C2,"10",2025-10-25,2025-10-26,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.K.(07),C2,"10",2025-11-08,2025-11-09,1,70,0,2,0,0,0,-2,0,0,0,1,0,0,0,1,3,-1
S.K.(07),C2,"10",2025-11-14,2025-11-16,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S.K.(07),C2,"10",2025-11-29,2025-11-30,1,90,0,0,0,0,0,0,0,0,0,2,0,0,2,0,2,2
S.K.(07),C2,"10",2025-12-06,2025-12-07,1,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0
T.W.(05),C2,PŚO,2025-09-20,2025-09-21,1,90,0,0,0,0,0,-2,0,0,0,0,0,0,0,4,0,2
T.W.(05),C2,PŚO,2025-09-29,2025-09-30,1,90,0,0,0,0,0,-2,0,0,0,0,0,0,2,2,0,2
T.W.(05),C2,PŚO,2025-10-04,2025-10-05,1,90,0,0,0,0,0,-2,0,0,0,0,0,0,0,1,0,-1
T.W.(05),C2,PŚO,2025-10-11,2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.W.(05),C2,PŚO,2025-10-18,2025-10-19,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.W.(05),C2,PŚO,2025-10-25,2025-10-26,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.W.(05),C2,PŚO,2025-10-29,2025-10-29,1,98,0,0,0,0,0,-2,0,-1,0,0,0,0,2,0,0,-1
T.W.(05),C2,PŚO,2025-11-08,2025-11-09,1,45,0,0,0,0,-2,0,0,0,0,0,0,0,2,1,-2,3
T.W.(05),C2,PŚO,2025-11-14,2025-11-16,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
T.W.(05),C2,PŚO,2025-11-29,2025-11-30,1,90,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,1,-1
T.W.(05),C2,PŚO,2025-12-06,2025-12-07,1,45,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2
W.D.(07),U-19,ŚP,2025-09-20,2025-09-21,1,65,0,2,0,0,0,0,0,0,0,1,0,0,0,0,3,0
W.D.(07),U-19,ŚP,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.D.(07),U-19,ŚP,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.D.(07),U-19,ŚP,2025-10-11,2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.D.(07),U-19,ŚP,2025-10-18,2025-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.D.(07),U-19,ŚP,2025-10-25,2025-10-26,1,32,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
W.D.(07),U-19,ŚP,2025-10-29,2025-10-29,2,107,0,2,0,2,0,0,0,0,0,0,0,0,0,0,4,0
W.D.(07),U-19,ŚP,2025-11-08,2025-11-09,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.D.(07),U-19,ŚP,2025-11-14,2025-11-16,1,90,0,2,0,2,0,0,0,0,0,2,0,0,0,0,6,0
W.D.(07),U-19,ŚP,2025-11-21,2025-11-23,1,60,0,2,0,2,0,0,0,0,0,1,0,0,0,0,5,0
W.D.(07),U-19,ŚP,2025-12-06,2025-12-07,2,90,0,2,2,2,0,-2,0,0,0,2,2,2,0,0,10,0
W.D.(07),U-19,ŚP,2025-12-13,2025-12-14,1,65,0,0,0,0,-4,-2,0,0,0,0,0,0,0,0,-4,-2
W.M.(07),C2,WAHADŁO,2025-09-20,2025-09-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.M.(07),C2,WAHADŁO,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.M.(07),C2,WAHADŁO,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.M.(07),C2,WAHADŁO,2025-10-11,2025-10-12,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.M.(07),C2,ŚPD,2025-10-18,2025-10-19,1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.M.(07),C2,WAHADŁO,2025-10-25,2025-10-26,1,60,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
W.M.(07),C2,WAHADŁO,2025-10-29,2025-10-29,2,120,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
W.M.(07),C2,WAHADŁO,2025-11-08,2025-11-09,1,20,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
W.M.(07),C2,WAHADŁO,2025-11-14,2025-11-16,2,65,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
W.M.(07),C2,WAHADŁO,2025-11-29,2025-11-30,1,30,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
W.M.(07),C2,WAHADŁO,2025-12-06,2025-12-07,1,45,0,0,2,0,0,0,0,0,0,2,0,0,0,0,4,0
W.W.(09),U-17,LW/PW,2025-09-20,2025-09-21,1,10,0,0,0,0,0,0,0,0,0,1,2,0,0,0,3,0
W.W.(09),U-17,PW/LW,2025-09-29,2025-09-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.W.(09),U-17,LW/PW,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.W.(09),U-17,LW/PW,2025-10-11,2025-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.W.(09),U-17,LW/PW,2025-10-18,2025-10-19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.W.(09),U-17,LW/PW,2025-10-25,2025-10-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.W.(09),U-17,LW/PW,2025-11-14,2025-11-16,1,30,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0
W.W.(09),U-17,LW/PW,2025-11-21,2025-11-23,1,45,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0
W.W.(09),U-17,LW/PW,2025-12-06,2025-12-07,1,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.G.(08),U-19,NAPASTNIK,2025-09-20,2025-09-21,1,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.G.(08),U-19,NAPASTNIK,2025-09-29,2025-09-30,1,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0
W.G.(08),U-19,NAPASTNIK,2025-10-04,2025-10-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.G.(08),U-19,NAPASTNIK,2025-10-11,2025-10-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.G.(08),U-19,NAPASTNIK,2025-10-18,2025-10-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.G.(08),U-19,NAPASTNIK,2025-10-25,2025-10-26,2,110,6,0,2,0,0,0,0,0,0,2,0,2,0,0,10,2
W.G.(08),U-19,NAPASTNIK,2025-10-29,2025-10-29,2,132,3,0,0,0,0,0,0,0,0,4,2,0,0,0,9,0
W.G.(08),U-19,NAPASTNIK,2025-11-08,2025-11-09,1,77,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,-2
W.G.(08),U-19,NAPASTNIK,2025-12-06,2025-12-07,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
W.G.(08),U-19,NAPASTNIK,2025-12-13,2025-12-14,1,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-09-20,2025-09-21,1,80,0,0,2,0,0,0,0,0,0,2,2,0,0,0,6,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-09-29,2025-09-30,1,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-10-04,2025-10-05,1,90,0,0,0,2,0,0,0,0,0,1,2,0,0,0,5,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-10-11,2025-10-12,1,90,3,2,0,2,0,0,0,0,0,0,0,0,0,0,7,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-10-18,2025-10-19,2,90,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,1,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-10-25,2025-10-26,1,90,3,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-10-29,2025-10-29,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-11-08,2025-11-09,1,45,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-11-14,2025-11-16,1,30,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-11-21,2025-11-23,1,45,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-11-29,2025-11-30,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-12-06,2025-12-07,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
W.S.(10),U-17,ŚPO/NAPASTNIK,2025-12-13,2025-12-14,2,90,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0
